tenure,MonthlyCharges,TotalCharges,Churn,PhoneService_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Log_TotalCharges,Tenure_Charges
35,89.65,3161.6,0,True,False,False,False,False,False,8.059149753089216,90.33142857142857
2,45.4,80.95,0,True,False,False,False,True,False,4.406109305189839,40.475
63,75.7,4676.7,0,True,False,True,False,False,True,8.450561815117638,74.23333333333333
58,110.65,6526.65,0,True,True,False,True,False,False,8.78380228001052,112.52844827586206
27,20.55,583.3,0,True,True,False,False,False,True,6.370414549560391,21.6037037037037
71,115.15,8078.1,0,True,False,True,True,False,False,8.99703575917263,113.77605633802817
63,58.55,3503.5,0,True,True,False,True,False,False,8.16180313594038,55.611111111111114
71,93.25,6669.45,0,True,False,False,False,False,False,8.80544260290079,93.93591549295775
41,113.2,4689.5,1,True,False,False,False,True,False,8.453294465566005,114.3780487804878
13,90.5,1201.15,1,True,False,False,False,True,False,7.091866899322588,92.39615384615385
2,79.0,143.65,1,True,False,False,False,True,False,4.974317031422144,71.825
68,19.35,1292.65,0,True,False,True,False,False,False,7.1652229593403005,19.009558823529414
1,48.75,48.75,0,True,False,False,False,False,True,3.907010463604602,48.75
65,109.05,7108.2,0,True,False,True,False,True,False,8.869144998885837,109.35692307692307
72,25.0,1802.55,0,True,False,True,False,False,False,7.497512223829546,25.035416666666666
28,54.9,1505.15,0,True,False,False,True,False,False,7.317312004993555,53.75535714285714
72,24.75,1859.1,0,True,False,True,True,False,False,7.528385528702905,25.820833333333333
2,91.15,168.5,0,True,False,False,False,True,False,5.1328529268205045,84.25
18,20.15,390.85,1,True,True,False,False,False,False,5.9708791134988735,21.71388888888889
60,104.35,6339.45,0,True,True,False,False,True,False,8.75470502283044,105.6575
26,66.05,1652.4,0,True,False,False,False,True,False,7.410589052818575,63.55384615384616
1,71.65,71.65,1,True,False,False,False,True,False,4.285653390016292,71.65
4,20.35,77.5,1,True,False,False,False,False,True,4.363098624788363,19.375
68,92.2,6392.85,0,True,False,True,True,False,False,8.763091869851333,94.0125
38,84.25,3264.5,1,True,False,False,True,False,False,8.091168169342712,85.90789473684211
42,105.2,4599.15,0,True,True,False,False,False,False,8.433844190641187,109.50357142857142
57,19.6,1134.25,0,True,False,True,False,False,False,7.0346081699780605,19.899122807017545
54,30.4,1621.35,0,False,False,False,False,True,False,7.391630994381529,30.025
12,78.1,947.3,1,True,False,False,False,False,False,6.854670907889681,78.94166666666666
44,61.5,2722.2,0,True,True,False,False,False,True,7.909562938379055,61.86818181818182
42,69.4,3058.3,0,True,False,False,False,False,False,8.02594141060735,72.81666666666668
72,24.75,1769.6,0,True,False,True,False,False,False,7.479073751176949,24.577777777777776
71,91.05,6293.75,0,True,False,True,False,False,True,8.747471231631046,88.6443661971831
19,89.65,1761.05,1,True,False,False,False,False,True,7.474233182938004,92.68684210526315
23,73.65,1642.75,0,True,False,False,True,False,False,7.404735495926075,71.42391304347827
30,19.4,578.5,0,True,False,True,True,False,False,6.362165662779806,19.283333333333335
35,26.2,954.9,0,True,True,False,False,False,False,6.862653305069717,27.282857142857143
10,98.7,973.25,1,True,False,False,False,True,False,6.881667944218819,97.325
1,43.85,43.85,0,True,False,False,False,False,False,3.803323588504805,43.85
22,69.7,1490.4,0,True,False,False,False,False,True,7.307470555109695,67.74545454545455
7,38.55,280.0,0,False,False,True,False,False,True,5.638354669333745,40.0
36,53.1,1901.25,0,False,False,True,False,False,True,7.550792675056632,52.8125
34,20.65,716.4,0,True,False,False,False,False,True,6.575633565098182,21.070588235294117
72,64.45,4720.0,0,True,False,True,True,False,False,8.459775920546287,65.55555555555556
36,25.1,930.95,0,True,False,True,True,False,False,6.837279165177812,25.859722222222224
1,76.35,76.35,1,True,False,False,False,True,False,4.348340577019075,76.35
23,79.15,1676.95,1,True,False,False,False,True,False,7.42532808920537,72.9108695652174
32,85.0,2642.05,1,True,False,False,False,True,False,7.879688832321678,82.5640625
71,95.15,6770.85,0,True,True,False,True,False,False,8.820529592978177,95.36408450704226
23,79.35,1835.3,0,True,False,False,False,False,True,7.515507956525134,79.79565217391304
17,96.65,1588.25,0,True,True,False,False,False,False,7.371017485816518,93.42647058823529
1,75.5,75.5,0,True,False,False,False,True,False,4.33729074083249,75.5
12,19.7,258.35,0,True,False,True,False,False,True,5.55817850079741,21.52916666666667
72,20.5,1502.25,0,True,False,True,True,False,False,7.3153847099196785,20.864583333333332
1,19.2,19.2,0,True,False,False,False,False,True,3.005682604407159,19.2
72,98.35,6929.4,0,True,False,True,False,False,False,8.84367281057593,96.24166666666666
60,74.35,4453.3,0,True,False,False,False,False,False,8.401625200735404,74.22166666666666
61,51.35,3244.4,0,False,False,True,True,False,False,8.084993888105437,53.18688524590164
6,45.65,323.45,0,True,False,False,False,False,True,5.782131441067177,53.90833333333333
32,85.3,2661.1,1,True,False,False,False,True,False,7.886870563989527,83.159375
31,86.55,2697.4,1,True,False,False,True,False,False,7.90041428374744,87.01290322580645
19,73.85,1424.5,1,True,False,False,True,False,False,7.2622779083527265,74.97368421052632
72,20.3,1401.15,0,True,False,True,False,False,False,7.2457620518857775,19.460416666666667
32,54.2,1739.6,0,True,False,False,False,True,False,7.461985160355414,54.3625
65,90.65,5931.0,0,True,False,False,False,True,False,8.688116703257823,91.24615384615385
45,50.9,2333.85,0,False,False,False,False,False,False,7.755702928210837,51.86333333333333
42,25.05,949.85,0,True,True,False,False,True,False,6.857356321398285,22.61547619047619
8,74.85,572.45,0,True,False,False,False,True,False,6.351670748810531,71.55625
32,20.5,696.8,0,True,False,True,False,False,True,6.547932528752674,21.775
22,63.55,1381.8,0,True,False,False,False,False,True,7.2318657080474695,62.809090909090905
57,44.85,2572.95,1,False,False,False,False,True,False,7.853196962947979,45.13947368421052
1,47.95,47.95,0,True,False,False,False,True,False,3.8907993689765195,47.95
1,45.1,45.1,1,True,False,False,False,True,False,3.8308129500026027,45.1
1,45.0,45.0,0,True,False,False,False,True,False,3.828641396489095,45.0
24,96.0,2122.45,1,True,False,False,False,True,False,7.66079740344362,88.43541666666665
1,20.05,20.05,1,True,False,False,False,False,False,3.0469005601283903,20.05
54,90.05,4931.8,0,True,False,False,False,True,False,8.503662057131885,91.32962962962964
4,25.3,116.95,0,True,False,True,True,False,False,4.770260805853684,29.2375
65,108.65,6937.95,1,True,False,True,False,False,False,8.84490574522436,106.7376923076923
56,24.3,1261.7,0,True,True,False,False,True,False,7.141007564444634,22.530357142857145
45,75.95,3273.8,0,True,False,False,False,True,False,8.094012077502294,72.75111111111111
71,19.7,1415.85,0,True,False,True,True,False,False,7.256191376642079,19.941549295774646
59,66.4,3958.2,0,True,True,False,True,False,False,8.283797263637677,67.08813559322033
69,35.75,2492.25,0,False,True,False,False,False,False,7.821342359281977,36.119565217391305
19,18.8,279.2,0,True,True,False,False,False,True,5.635503633902907,14.694736842105263
55,19.4,1083.0,0,True,False,True,True,False,False,6.988413181999592,19.69090909090909
38,19.3,755.5,0,True,True,False,False,False,True,6.62870253322841,19.88157894736842
10,45.55,402.6,1,True,False,False,False,True,False,6.000424288479454,40.260000000000005
47,67.45,3252.0,0,True,False,False,True,False,False,8.087332926473351,69.19148936170212
2,35.1,68.75,1,False,False,False,False,True,False,4.244917420701475,34.375
1,46.2,46.2,1,True,False,False,True,False,False,3.8543938925915096,46.2
1,45.15,45.15,1,True,False,False,False,True,False,3.8318969609488613,45.15
1,43.3,43.3,1,False,False,False,False,True,False,3.7909846770510898,43.3
46,20.1,936.85,0,True,False,True,False,False,True,6.84359002150635,20.366304347826087
38,57.15,2250.65,1,True,False,False,True,False,False,7.719418559774295,59.227631578947374
65,58.9,3857.1,0,True,False,True,True,False,False,8.257930113295641,59.339999999999996
19,73.2,1441.1,1,True,False,False,False,True,False,7.273855663568025,75.84736842105262
52,85.35,4338.6,1,True,False,False,False,True,False,8.375537456948296,83.4346153846154
71,19.45,1378.45,0,True,False,True,False,False,True,7.229440147984164,19.414788732394367
1,45.95,45.95,1,True,False,False,False,False,True,3.849083205654272,45.95
52,50.5,2566.3,0,False,False,False,False,True,False,7.850610041981843,49.35192307692308
6,25.1,171.0,0,True,True,False,False,False,True,5.147494476813453,28.5
26,60.7,1597.4,0,True,True,False,False,False,True,7.376758407894289,61.43846153846154
48,99.0,4744.35,0,True,True,False,False,True,False,8.46492047017834,98.840625
64,104.4,6721.6,0,True,True,False,False,False,False,8.813230263450754,105.025
3,83.75,247.25,1,True,False,False,False,True,False,5.514436302925282,82.41666666666667
1,44.05,44.05,0,True,False,False,False,False,False,3.807772984054347,44.05
72,24.1,1734.65,0,True,False,True,True,False,False,7.459137261990456,24.092361111111114
1,45.55,45.55,0,True,False,False,False,False,True,3.840527003723076,45.55
51,93.8,4539.35,0,True,False,False,False,True,False,8.420759380574932,89.00686274509805
41,19.7,804.25,0,True,False,True,False,False,False,6.691152788211308,19.615853658536587
72,70.65,5011.15,0,True,False,True,True,False,False,8.519620243740507,69.59930555555555
43,86.45,3574.5,0,True,False,True,True,False,False,8.181860305488451,83.12790697674419
72,114.1,8086.4,0,True,False,True,True,False,False,8.998062573972279,112.3111111111111
47,95.2,4563.0,0,True,True,False,True,False,False,8.425954710981966,97.08510638297872
72,88.55,6362.35,0,True,False,True,True,False,False,8.758310247220596,88.36597222222223
3,20.75,67.1,0,True,False,False,True,False,False,4.220977213155467,22.366666666666664
1,70.05,70.05,1,True,False,False,False,True,False,4.263383854543109,70.05
2,86.0,165.45,1,True,False,False,False,True,False,5.114694964021034,82.725
26,44.65,1156.55,0,False,False,False,False,False,False,7.0540609815717215,44.482692307692304
29,60.2,1834.15,0,True,False,False,False,False,True,7.514881501017032,63.24655172413794
35,100.5,3653.35,1,True,False,False,False,False,False,8.203673517791433,104.38142857142857
27,55.45,1477.65,0,True,True,False,False,False,False,7.298884788322935,54.72777777777778
24,70.3,1706.45,0,True,False,False,True,False,False,7.4427563084393356,71.10208333333334
67,60.4,3953.7,0,True,False,True,False,False,False,8.282660023974554,59.01044776119403
16,72.65,1194.3,1,True,False,False,False,True,False,7.086152478883935,74.64375
23,55.8,1327.85,0,True,True,False,False,False,False,7.192069185526151,57.73260869565217
14,31.1,419.7,0,False,False,False,False,False,True,6.041919990596475,29.978571428571428
1,21.0,21.0,1,True,False,False,False,True,False,3.091042453358316,21.0
1,45.1,45.1,1,True,False,False,False,False,True,3.8308129500026027,45.1
4,50.95,207.35,0,False,False,False,True,False,False,5.339219357868463,51.8375
16,69.1,1083.7,0,True,False,False,False,True,False,6.989058730046172,67.73125
46,43.95,2007.85,0,False,False,False,False,True,False,7.605317698015492,43.64891304347826
68,86.5,5882.75,0,True,False,True,False,False,False,8.679949592715351,86.51102941176471
38,69.95,2657.55,0,True,False,False,False,True,False,7.885536140365803,69.93552631578947
30,50.4,1527.5,1,True,False,False,False,False,False,7.33204214133089,50.916666666666664
5,78.95,378.4,1,True,False,False,False,True,False,5.938591057500914,75.67999999999999
17,90.95,1612.2,0,True,False,False,True,False,False,7.385975062999213,94.83529411764707
4,19.9,76.65,0,True,False,True,False,False,True,4.3522115495946965,19.1625
12,20.15,260.7,0,True,True,False,False,True,False,5.5671988095361,21.724999999999998
72,90.6,6441.85,0,True,False,True,True,False,False,8.770726267787392,89.4701388888889
3,92.0,266.8,0,True,False,False,False,True,False,5.5902404332570725,88.93333333333334
56,94.45,5124.6,1,True,False,False,False,True,False,8.542002870324811,91.51071428571429
41,24.85,962.25,0,True,True,False,False,False,True,6.870312983506267,23.46951219512195
40,36.0,1382.9,0,False,True,False,True,False,False,7.232660879231885,34.572500000000005
7,78.5,571.05,0,True,False,False,False,True,False,6.349226400146953,81.57857142857142
69,19.95,1399.35,0,True,False,True,True,False,False,7.2444774843585575,20.280434782608694
7,20.65,150.0,0,True,True,False,False,False,True,5.017279836814924,21.428571428571427
5,30.5,167.2,0,False,False,False,False,True,False,5.125153747538848,33.44
72,106.1,7657.4,0,True,False,True,True,False,False,8.943558363632143,106.35277777777777
44,20.5,865.05,0,True,True,False,False,False,False,6.763942643616289,19.660227272727273
65,95.5,6153.85,0,True,True,False,False,True,False,8.724995667891045,94.6746153846154
3,64.6,174.2,0,True,False,False,False,True,False,5.165928178502291,58.06666666666666
24,51.1,1269.6,0,True,False,False,True,False,False,7.147244508832433,52.9
44,84.8,3862.55,1,True,False,False,False,False,False,8.25934172892313,87.78522727272728
72,89.1,6352.4,0,True,False,True,True,False,False,8.756745381664464,88.22777777777777
24,54.95,1348.5,0,True,False,False,False,True,False,7.207489432458059,56.1875
1,50.9,50.9,1,True,False,False,False,False,True,3.949318790171843,50.9
22,20.45,471.55,0,True,False,False,False,False,False,6.158143561441065,21.43409090909091
70,85.95,5931.75,0,True,False,True,True,False,False,8.688243128172127,84.73928571428571
25,60.35,1404.65,0,True,False,False,False,True,False,7.2482551082379425,56.18600000000001
37,19.8,726.1,0,True,False,True,False,False,False,6.5890640196560115,19.624324324324323
22,85.35,1961.6,0,True,False,False,False,False,False,7.582025403772393,89.16363636363636
59,72.1,4194.85,0,True,False,True,False,False,False,8.341851220545456,71.09915254237289
49,99.8,4872.45,1,True,False,False,False,True,False,8.49155738415759,99.43775510204081
47,107.35,5118.95,1,True,False,False,False,False,False,8.540899952360869,108.91382978723404
31,19.55,658.95,1,True,False,False,False,False,True,6.492164074574964,21.256451612903227
1,81.05,81.05,0,True,False,False,False,True,False,4.4073288175361,81.05
3,20.5,76.95,0,True,False,False,False,True,False,4.356067595503785,25.650000000000002
53,111.8,5809.75,0,True,True,False,False,False,False,8.667464929294537,109.61792452830188
1,20.2,20.2,0,True,False,False,False,False,True,3.054001181677967,20.2
20,19.7,415.9,0,True,True,False,False,False,True,6.032846384886751,20.794999999999998
3,79.1,246.5,1,True,False,False,False,True,False,5.511410582008745,82.16666666666667
51,19.85,996.95,0,True,True,False,False,False,False,6.905703174856006,19.548039215686277
51,60.5,3145.15,0,True,True,False,False,False,False,8.053934762074721,61.66960784313726
13,19.55,265.3,0,True,False,True,False,False,True,5.584623492819887,20.407692307692308
1,20.9,20.9,0,True,False,False,False,False,True,3.086486636822455,20.9
1,21.05,21.05,0,True,False,False,False,False,True,3.093312601892855,21.05
63,71.5,4576.3,0,True,True,False,False,True,False,8.428864583622543,72.63968253968254
3,54.65,189.1,0,True,False,False,False,False,True,5.247550249494384,63.03333333333333
46,19.2,908.15,0,True,False,True,True,False,False,6.812510097065403,19.742391304347827
1,49.8,49.8,0,True,False,False,True,False,False,3.927896354584436,49.8
8,25.5,215.2,1,False,False,False,False,False,True,5.376203905205108,26.9
71,20.5,1500.95,0,True,False,True,False,False,False,7.314519542821921,21.140140845070423
55,90.4,5099.15,0,True,False,False,True,False,False,8.537025230044605,92.71181818181817
70,90.25,6385.95,0,True,True,False,False,False,False,8.762012125129507,91.22785714285715
2,80.75,159.45,1,True,False,False,False,True,False,5.077982367555866,79.725
67,104.6,6885.75,0,True,False,True,False,False,False,8.837354554609945,102.7723880597015
65,91.85,5940.85,1,True,False,False,False,False,False,8.689775811678336,91.39769230769231
14,50.2,668.85,0,True,False,False,True,False,False,6.507053806722995,47.775
20,95.5,1916.2,0,True,False,False,False,False,False,7.558621067285476,95.81
1,75.35,75.35,1,True,False,False,False,True,False,4.335328031664641,75.35
1,75.45,75.45,1,True,False,False,False,True,False,4.336636932375072,75.45
49,95.4,4613.95,0,True,False,False,False,False,False,8.437056312642076,94.16224489795918
72,101.3,7261.25,0,True,False,True,False,False,False,8.890444977159751,100.85069444444444
46,53.1,2459.8,0,True,False,False,False,True,False,7.808241779311325,53.47391304347826
24,84.85,2048.8,0,True,False,False,False,False,False,7.625497506397463,85.36666666666667
5,34.25,163.55,0,False,False,False,False,True,False,5.103214475389349,32.71
33,88.6,2888.7,0,True,False,False,True,False,False,7.968907969489865,87.53636363636363
42,60.15,2421.6,0,True,True,False,False,False,False,7.7925966225827015,57.65714285714286
23,99.95,2292.75,0,True,True,False,True,False,False,7.73794331180288,99.68478260869566
8,70.7,553.4,0,True,False,False,False,False,False,6.3178864478756935,69.175
66,54.8,3465.7,0,True,True,False,False,False,True,8.150958411799742,52.51060606060606
24,49.55,1210.4,1,True,False,False,False,False,False,7.0995319945468465,50.43333333333334
24,54.8,1291.3,0,True,False,False,True,False,False,7.164178855531146,53.80416666666667
69,78.6,5356.45,1,True,True,False,True,False,False,8.58624339459303,77.62971014492753
53,100.3,5200.8,0,True,True,False,False,False,True,8.556759998518253,98.12830188679246
60,53.6,3237.05,0,False,False,True,False,True,False,8.082726575748996,53.950833333333335
7,81.1,576.65,1,True,False,False,False,True,False,6.358968148929027,82.37857142857142
20,19.35,433.75,0,True,True,False,True,False,False,6.074771153234392,21.6875
23,85.6,1868.4,0,True,False,False,False,True,False,7.533372802748483,81.23478260869565
72,80.8,5728.55,0,True,False,True,False,True,False,8.653392272593413,79.56319444444445
11,74.95,825.7,1,True,False,False,False,True,False,6.71744187225863,75.06363636363636
21,19.6,390.4,0,True,False,True,False,False,True,5.969730054961976,18.59047619047619
1,93.55,93.55,1,True,False,False,False,True,False,4.549128795104466,93.55
31,90.7,2845.15,0,True,False,False,False,True,False,7.953722482812561,91.77903225806452
57,69.75,3894.4,0,True,False,True,False,False,True,8.2675516487958,68.32280701754387
45,20.0,886.4,0,True,False,True,False,False,False,6.788295838944809,19.697777777777777
10,95.25,1021.55,0,True,False,False,False,True,False,6.930054786476904,102.155
58,102.1,5885.4,1,True,False,False,True,False,False,8.68039988435051,101.47241379310344
14,19.95,268.4,0,True,False,False,False,False,True,5.596197263976263,19.17142857142857
27,80.85,2204.35,0,True,True,False,False,False,True,7.698641505443378,81.64259259259259
14,90.9,1259.0,1,True,False,False,False,False,False,7.138866999945524,89.92857142857143
12,29.2,309.1,1,False,False,False,False,False,True,5.736894826106403,25.758333333333336
69,93.3,6398.05,0,True,False,True,False,False,False,8.763904820829827,92.72536231884058
25,89.15,2257.75,1,True,False,False,False,False,False,7.722566841906438,90.31
58,108.85,6287.25,1,True,True,False,False,True,False,8.746438091588423,108.40086206896552
35,46.35,1662.05,0,False,False,True,True,False,False,7.416408544886471,47.48714285714286
16,84.75,1350.15,1,True,False,False,False,True,False,7.208711360664456,84.384375
45,78.75,3600.65,0,True,True,False,True,False,False,8.189147352774896,80.01444444444445
17,83.55,1329.15,0,True,False,False,False,True,False,7.1930469968112805,78.18529411764706
1,45.7,45.7,1,True,False,False,False,True,False,3.8437441646748516,45.7
22,19.6,422.5,0,True,True,False,False,False,True,6.048553514092109,19.204545454545453
1,69.95,69.95,1,True,False,False,False,True,False,4.261975403606051,69.95
67,67.85,4627.65,0,True,False,True,False,False,True,8.44002052788967,69.06940298507462
67,105.65,6717.9,0,True,False,True,False,False,False,8.812679729642257,100.26716417910447
2,44.6,97.1,1,False,False,False,False,True,False,4.585987366571318,48.55
23,74.95,1710.45,1,True,False,False,False,True,False,7.445096243403855,74.36739130434783
9,75.5,637.4,0,True,False,False,True,False,False,6.458965046135599,70.82222222222222
5,20.15,117.95,0,True,False,False,False,False,True,4.778703236748966,23.59
54,45.2,2460.55,0,False,False,True,True,False,False,7.8085465118093405,45.56574074074074
57,95.25,5464.65,1,True,False,True,False,True,False,8.606238332238815,95.87105263157895
24,89.85,2165.05,1,True,False,False,False,False,True,7.680660511320358,90.21041666666667
49,100.45,4941.8,1,True,True,False,False,False,True,8.505687251230036,100.8530612244898
5,47.15,223.15,1,True,False,False,False,True,False,5.412315470601449,44.63
2,80.2,181.1,1,True,False,False,False,True,False,5.2045559867335625,90.55
4,87.1,341.45,1,True,False,False,False,False,True,5.836125661643914,85.3625
70,79.25,5731.85,0,True,False,True,False,False,False,8.653968068254212,81.88357142857143
5,75.9,357.75,1,True,False,False,False,False,False,5.882625767073831,71.55
53,85.7,4616.1,0,True,False,False,False,True,False,8.437522081358422,87.09622641509435
47,98.75,4533.7,1,True,False,False,False,True,False,8.419514208211142,96.46170212765956
31,20.1,589.25,0,True,True,False,True,False,False,6.380546175965622,19.008064516129032
13,61.8,750.1,0,True,False,False,False,False,False,6.621538798691966,57.7
28,49.9,1410.25,0,True,False,False,False,False,True,7.2522311154638714,50.36607142857143
10,86.45,830.85,1,True,False,False,False,True,False,6.723652136105752,83.08500000000001
38,20.4,743.5,0,True,False,True,False,False,False,6.612712852124064,19.56578947368421
1,45.3,45.3,1,True,False,False,False,False,True,3.835141961092188,45.3
67,104.1,7040.85,1,True,True,False,False,True,False,8.859626198721307,105.08731343283583
52,75.4,3865.45,0,True,True,False,False,False,True,8.260092052373597,74.33557692307691
62,108.15,6825.65,0,True,False,True,False,False,True,8.828589349076104,110.09112903225805
16,86.25,1340.1,0,True,False,False,False,True,False,7.201245451716894,83.75625
5,81.0,371.65,1,True,False,False,False,True,False,5.9206396413277025,74.33
12,95.7,1184.0,0,True,True,False,False,True,False,7.077498053569231,98.66666666666667
72,116.85,8477.7,0,True,False,True,False,False,False,9.04531241514722,117.74583333333334
71,105.75,7382.85,0,True,True,False,False,False,False,8.907050461783502,103.98380281690142
24,20.15,456.85,0,True,True,False,False,False,True,6.126541619553741,19.035416666666666
15,19.6,331.6,0,True,False,True,False,False,True,5.806940566758827,22.10666666666667
67,90.6,6056.15,1,True,True,False,True,False,False,8.708994671409323,90.39029850746267
2,60.95,134.6,0,True,False,False,False,False,False,4.909709375506295,67.3
5,25.05,125.5,0,False,False,False,False,False,True,4.840242308167575,25.1
15,88.15,1390.6,1,True,False,False,False,True,False,7.238209443277787,92.70666666666666
1,20.2,20.2,1,True,False,False,False,False,True,3.054001181677967,20.2
41,60.3,2511.3,0,True,True,False,False,False,False,7.828953947208875,61.25121951219513
43,63.95,2737.05,0,True,False,False,False,True,False,7.915001267186403,63.65232558139535
1,74.3,74.3,0,True,False,False,False,True,False,4.321480134805848,74.3
1,70.6,70.6,0,True,False,False,False,False,True,4.2710950739666,70.6
26,90.8,2361.8,1,True,False,False,False,True,False,7.7676026354330805,90.83846153846154
22,79.35,1730.35,1,True,False,False,False,True,False,7.456656730000356,78.65227272727272
71,90.55,6404.0,0,True,False,True,False,False,False,8.764834214330834,90.19718309859155
7,19.45,165.35,0,True,False,True,False,False,True,5.114094002464486,23.62142857142857
28,64.45,1867.6,0,True,False,False,False,False,False,7.532944766358855,66.7
16,69.65,1043.3,0,True,False,False,False,True,False,6.951102083485503,65.20625
7,19.5,128.6,0,True,True,False,False,False,True,4.864452783918174,18.37142857142857
69,110.5,7455.45,0,True,False,True,False,False,False,8.916834708621446,108.05
1,24.7,24.7,0,False,False,False,False,False,True,3.246490991901174,24.7
3,77.4,206.15,0,True,False,False,False,True,False,5.333443168523411,68.71666666666667
21,96.8,2030.3,1,True,False,False,False,False,False,7.616431261159709,96.68095238095238
69,85.4,5869.4,0,True,False,False,False,False,False,8.677678053601017,85.06376811594203
71,47.6,3377.8,0,False,False,True,False,False,False,8.125275895853342,47.57464788732395
69,19.4,1346.2,0,True,False,True,False,False,True,7.205783643488062,19.51014492753623
48,103.85,4946.05,0,True,False,False,False,True,False,8.50654671831227,103.04270833333334
47,83.35,4065.0,1,True,False,False,False,False,False,8.310414994188292,86.48936170212765
2,49.4,106.55,1,True,False,False,False,True,False,4.677955855713739,53.275
45,108.45,4964.7,0,True,False,False,True,False,False,8.510309553449911,110.32666666666667
51,81.0,4085.75,0,True,False,False,False,False,False,8.315505312131318,80.11274509803921
22,79.2,1742.75,1,True,False,False,False,True,False,7.463793245569676,79.2159090909091
72,86.65,6224.8,0,True,False,True,False,False,False,8.73645722713191,86.45555555555556
37,92.95,3415.25,0,True,False,False,False,True,False,8.136298737242278,92.30405405405405
71,90.35,6325.25,0,True,False,True,False,True,False,8.752462922528288,89.08802816901408
7,48.7,340.25,1,True,False,False,False,True,False,5.8326153464991695,48.607142857142854
66,25.15,1683.6,0,True,False,True,True,False,False,7.4292834258812634,25.509090909090908
51,76.4,3966.3,0,True,True,False,False,False,False,8.285841041552139,77.77058823529413
30,19.55,608.5,0,True,True,False,False,False,False,6.412638948921326,20.283333333333335
34,85.35,2896.6,0,True,False,False,False,True,False,7.971638087129149,85.19411764705882
64,24.8,1514.85,0,True,False,True,False,False,True,7.323731616715949,23.66953125
65,103.15,6792.45,0,True,True,False,False,False,False,8.823714191660846,104.49923076923076
47,100.75,4669.2,0,True,False,False,False,False,True,8.448957176298375,99.34468085106383
1,95.6,95.6,1,True,False,False,False,True,False,4.570578741218473,95.6
49,59.75,2934.3,1,True,False,False,True,False,False,7.984564941689402,59.88367346938776
67,94.1,6302.8,0,True,False,True,True,False,False,8.748907905146114,94.07164179104478
39,19.35,779.2,0,True,True,False,False,False,False,6.659550297072556,19.97948717948718
14,19.9,283.75,0,True,False,False,False,False,True,5.651611602327291,20.267857142857142
43,108.15,4600.7,1,True,False,False,True,False,False,8.434181079422173,106.99302325581395
56,101.05,5594.0,0,True,False,False,False,True,False,8.629628620746026,99.89285714285714
14,59.1,772.85,0,True,True,False,True,False,False,6.6513780563587686,55.20357142857143
1,71.35,71.35,1,True,False,False,False,True,False,4.281515453077493,71.35
16,55.85,857.8,0,True,True,False,False,False,True,6.755536066004626,53.6125
70,106.05,7554.05,0,True,False,False,False,True,False,8.929971492818627,107.915
72,84.1,5981.65,0,True,False,True,True,False,False,8.696618892598165,83.07847222222222
23,75.3,1702.9,0,True,False,False,True,False,False,7.440675020221193,74.0391304347826
21,24.7,467.15,0,True,False,False,False,False,True,6.1487887573848985,22.245238095238093
1,20.15,20.15,1,True,False,False,False,False,True,3.0516399054922867,20.15
1,69.75,69.75,1,True,False,False,False,False,False,4.259152536523347,69.75
32,93.2,2931.0,1,True,False,False,False,True,False,7.983440063006542,91.59375
17,80.85,1400.85,1,True,False,False,False,True,False,7.2455480718564305,82.40294117647058
4,33.65,137.85,1,False,False,False,False,True,False,4.933394213752808,34.4625
36,55.8,1941.5,0,True,True,False,False,True,False,7.5717310822418025,53.93055555555556
50,39.7,1932.75,0,False,False,True,True,False,False,7.567216401887276,38.655
48,29.5,1423.05,0,False,False,False,True,False,False,7.2612602037150475,29.646874999999998
50,20.15,970.85,0,True,False,True,True,False,False,6.879201471564076,19.417
72,79.55,5810.9,0,True,False,True,True,False,False,8.66766281876101,80.70694444444445
10,24.8,223.9,0,True,False,False,True,False,False,5.41565585896527,22.39
18,19.65,391.7,0,True,False,False,False,False,True,5.9730459615839635,21.76111111111111
1,79.95,79.95,1,True,False,False,False,True,False,4.393831680123644,79.95
1,19.3,19.3,1,True,False,False,False,True,False,3.0106208860477417,19.3
9,94.05,811.65,0,True,False,False,False,True,False,6.700300512549185,90.18333333333334
2,90.75,174.75,0,True,False,False,False,False,True,5.169062530690774,87.375
40,78.85,3126.85,0,True,False,False,True,False,False,8.04810114655118,78.17125
69,99.5,6841.45,0,True,True,False,False,False,False,8.830901133617402,99.15144927536231
37,99.2,3754.6,1,True,True,False,False,True,False,8.231003338384392,101.47567567567567
18,80.55,1406.65,0,True,False,False,True,False,False,7.249676926271517,78.14722222222223
11,70.2,834.7,0,True,False,False,False,True,False,6.7282696970073905,75.88181818181819
8,85.2,627.4,1,True,False,False,True,False,False,6.443176906381466,78.425
3,75.25,242.0,1,True,False,False,False,True,False,5.493061443340548,80.66666666666667
55,59.45,3157.0,0,True,True,False,True,False,False,8.057694194815587,57.4
33,93.35,3092.0,0,True,False,False,False,True,False,8.03689677268507,93.6969696969697
46,44.95,2168.9,0,True,False,False,False,False,False,7.682436362523345,47.15
34,26.1,980.35,0,True,False,True,False,False,False,6.888929174732088,28.833823529411767
3,20.2,65.95,0,True,False,False,False,True,False,4.203946072137182,21.983333333333334
30,21.25,711.9,0,True,False,True,False,False,True,6.569341158123582,23.73
33,59.4,1952.8,0,True,True,False,False,True,False,7.577531473218842,59.17575757575757
